DATE,PLANT,MATERIAL,RANKING
20200528,D145,10000050,1
20200529,D074,10000050,1
20200529,D077,10000050,1
20200529,D085,10000050,1
20200529,D086,10000050,1
20200529,D093,10000050,1
20200529,D098,10000050,1
20200529,D098,10000906,1
20200529,D105,10000050,1
20200529,D145,10000050,1
20200530,D074,10000050,1
20200530,D077,10000050,1
20200530,D083,10000050,1
20200530,D083,10000069,1
20200530,D085,10000050,1
20200530,D086,10000050,1
20200530,D086,10000069,1
20200530,D093,10000050,1
20200530,D098,10000050,1
20200530,D098,10000906,1
20200530,D105,10000050,1
20200530,D145,10000050,1
20200530,D145,10000069,1
20200601,D074,10000050,1
20200601,D077,10000050,1
20200601,D085,10000050,1
20200601,D093,10000050,1
20200601,D105,10000050,1
20200601,D145,10000050,1
20200601,D145,10000069,1
20200602,D074,10000050,1
20200602,D074,10000069,1
20200602,D083,10000050,1
20200602,D085,10000050,1
20200602,D085,10000906,1
20200602,D086,10000050,1
20200602,D086,10000069,1
20200602,D093,10000050,1
20200602,D098,10000050,1
20200602,D098,10000906,1
20200602,D105,10000050,1
20200602,D105,10000906,1
20200602,D145,10000050,1
20200602,D145,10000069,1
20200603,D074,10000050,1
20200603,D074,10000069,1
20200603,D075,10000050,1
20200603,D083,10000050,1
20200603,D085,10000050,1
20200603,D093,10000050,1
20200603,D098,10000906,1
20200603,D101,10000050,1
20200603,D105,10000050,1
20200603,D145,10000050,1
20200603,D145,10000069,1
20200604,D074,10000050,1
20200604,D075,10000050,1
20200604,D083,10000050,1
20200604,D085,10000050,1
20200604,D093,10000050,1
20200604,D098,10000050,1
20200604,D098,10000906,1
20200604,D101,10000050,1
20200604,D105,10000050,1
20200604,D105,10000906,1
20200604,D145,10000050,1
20200604,D145,10000069,1
20200604,D145,10000906,1
20200605,D074,10000050,1
20200605,D074,10000069,1
20200605,D083,10000050,1
20200605,D085,10000050,1
20200605,D085,10000906,1
20200605,D093,10000050,1
20200605,D098,10000050,1
20200605,D098,10000906,1
20200605,D101,10000050,1
20200605,D105,10000050,1
20200605,D145,10000050,1
20200605,D145,10000069,1
20200606,D083,10000050,1
20200606,D085,10000050,1
20200606,D086,10000050,1
20200606,D086,10000069,1
20200606,D093,10000050,1
20200606,D098,10000050,1
20200606,D098,10000906,1
20200606,D105,10000050,1
20200606,D105,10000906,1
20200606,D145,10000050,1
20200606,D145,10000069,1
20200608,D074,10000050,1
20200608,D075,10000050,1
20200608,D083,10000050,1
20200608,D085,10000050,1
20200608,D093,10000050,1
20200608,D098,10000050,1
20200608,D098,10000906,1
20200608,D105,10000050,1
20200608,D145,10000050,1
20200608,D145,10000069,1
20200609,D074,10000050,1
20200609,D083,10000050,1
20200609,D085,10000050,1
20200609,D085,10000906,1
20200609,D086,10000050,1
20200609,D086,10000069,1
20200609,D093,10000050,1
20200609,D098,10000050,1
20200609,D098,10000906,1
20200609,D105,10000050,1
20200609,D120,10000050,1
20200609,D145,10000050,1
20200610,D074,10000050,1
20200610,D075,10000050,1
20200610,D083,10000050,1
20200610,D085,10000050,1
20200610,D085,10000906,1
20200610,D086,10000050,1
20200610,D086,10000069,1
20200610,D093,10000050,1
20200610,D098,10000050,1
20200610,D098,10000906,1
20200610,D105,10000050,1
20200610,D105,10000906,1
20200610,D120,10000050,1
20200610,D144,10000050,1
20200610,D145,10000050,1
20200610,D145,10000069,1
20200611,D074,10000050,1
20200611,D075,10000050,1
20200611,D083,10000050,1
20200611,D084,10000050,1
20200611,D085,10000050,1
20200611,D086,10000050,1
20200611,D093,10000050,1
20200611,D098,10000050,1
20200611,D098,10000906,1
20200611,D101,10000050,1
20200611,D105,10000050,1
20200611,D111,10000050,1
20200611,D120,10000050,1
20200611,D144,10000050,1
20200611,D145,10000050,1
20200611,D145,10000069,1
20200612,D074,10000050,1
20200612,D075,10000050,1
20200612,D083,10000050,1
20200612,D085,10000050,1
20200612,D093,10000050,1
20200612,D098,10000050,1
20200612,D098,10000906,1
20200612,D101,10000050,1
20200612,D105,10000050,1
20200612,D145,10000050,1
20200612,D145,10000069,1
20200613,D074,10000050,1
20200613,D083,10000050,1
20200613,D085,10000050,1
20200613,D093,10000050,1
20200613,D098,10000050,1
20200613,D105,10000050,1
20200613,D120,10000050,1
20200613,D145,10000050,1
20200613,D145,10000069,1
20200613,D354,10000000,1
20200614,D085,10000906,1
20200614,D098,10000050,1
20200615,D074,10000050,1
20200615,D075,10000050,1
20200615,D083,10000050,1
20200615,D085,10000050,1
20200615,D093,10000050,1
20200615,D098,10000050,1
20200615,D098,10000906,1
20200615,D105,10000050,1
20200615,D120,10000050,1
20200615,D145,10000050,1
20200615,D145,10000069,1
20200616,D074,10000050,1
20200616,D075,10000050,1
20200616,D075,10000069,1
20200616,D083,10000050,1
20200616,D083,10040465,1
20200616,D085,10000050,1
20200616,D093,10000050,1
20200616,D098,10000050,1
20200616,D098,10000906,1
20200616,D105,10000050,1
20200616,D111,10000050,1
20200616,D144,10000050,1
20200616,D145,10000050,1
20200616,D145,10000069,1
20200617,D074,10000050,1
20200617,D074,10000069,1
20200617,D075,10000050,1
20200617,D083,10000050,1
20200617,D085,10000050,1
20200617,D093,10000050,1
20200617,D098,10000050,1
20200617,D098,10000906,1
20200617,D105,10000050,1
20200617,D111,10000050,1
20200617,D120,10000050,1
20200617,D145,10000050,1
20200617,D145,10000069,1
20200617,D354,10000000,1
20200618,D074,10000050,1
20200618,D075,10000050,1
20200618,D079,10000050,1
20200618,D083,10000050,1
20200618,D083,10040465,1
20200618,D085,10000050,1
20200618,D093,10000050,1
20200618,D098,10000050,1
20200618,D098,10000906,1
20200618,D105,10000050,1
20200618,D111,10000050,1
20200618,D120,10000050,1
20200618,D144,10000050,1
20200618,D145,10000050,1
20200618,D145,10000069,1
20200619,D074,10000050,1
20200619,D074,10000069,1
20200619,D075,10000050,1
20200619,D083,10000050,1
20200619,D085,10000050,1
20200619,D085,10000906,1
20200619,D086,10000069,1
20200619,D093,10000050,1
20200619,D098,10000050,1
20200619,D098,10000906,1
20200619,D101,10000050,1
20200619,D101,10000069,1
20200619,D105,10000050,1
20200619,D105,10000069,1
20200619,D120,10000050,1
20200619,D145,10000050,1
20200619,D145,10000069,1
20200620,D074,10000050,1
20200620,D083,10000050,1
20200620,D083,10040465,1
20200620,D085,10000050,1
20200620,D093,10000050,1
20200620,D098,10000906,1
20200620,D101,10000050,1
20200620,D101,10000069,1
20200620,D105,10000050,1
20200620,D120,10000050,1
20200620,D145,10000069,1
20200622,D074,10000050,1
20200622,D079,10000050,1
20200622,D079,10000906,1
20200622,D081,10000050,1
20200622,D083,10000050,1
20200622,D085,10000050,1
20200622,D093,10000050,1
20200622,D098,10000050,1
20200622,D105,10000050,1
20200622,D111,10000050,1
20200622,D144,10000050,1
20200622,D145,10000050,1
20200622,D145,10000069,1
20200622,D354,10000000,1
20200623,D074,10000050,1
20200623,D075,10000050,1
20200623,D079,10000050,1
20200623,D081,10000050,1
20200623,D083,10000050,1
20200623,D083,10040465,1
20200623,D085,10000906,1
20200623,D093,10000050,1
20200623,D098,10000050,1
20200623,D105,10000050,1
20200623,D105,10000906,1
20200623,D111,10000050,1
20200623,D145,10000050,1
20200623,D145,10000069,1
20200624,D074,10000050,1
20200624,D075,10000050,1
20200624,D079,10000050,1
20200624,D083,10000050,1
20200624,D085,10000050,1
20200624,D086,10000050,1
20200624,D086,10000069,1
20200624,D093,10000050,1
20200624,D098,10000050,1
20200624,D098,10000906,1
20200624,D105,10000050,1
20200624,D111,10000050,1
20200624,D145,10000050,1
20200624,D145,10000069,1
20200625,D074,10000050,1
20200625,D075,10000050,1
20200625,D079,10000050,1
20200625,D079,10000906,1
20200625,D081,10000050,1
20200625,D083,10000050,1
20200625,D083,10040465,1
20200625,D085,10000050,1
20200625,D086,10000050,1
20200625,D086,10000069,1
20200625,D093,10000050,1
20200625,D098,10000050,1
20200625,D098,10000906,1
20200625,D101,10000050,1
20200625,D101,10000069,1
20200625,D105,10000050,1
20200625,D111,10000050,1
20200625,D144,10000050,1
20200625,D145,10000050,1
20200625,D145,10000069,1
20200626,D074,10000050,1
20200626,D074,10000069,1
20200626,D075,10000050,1
20200626,D083,10000050,1
20200626,D085,10000050,1
20200626,D085,10000906,1
20200626,D093,10000050,1
20200626,D098,10000050,1
20200626,D098,10000906,1
20200626,D101,10000050,1
20200626,D101,10000069,1
20200626,D105,10000050,1
20200626,D111,10000050,1
20200626,D145,10000050,1
20200626,D145,10000069,1
20200627,D074,10000050,1
20200627,D074,10000069,1
20200627,D075,10000050,1
20200627,D083,10000050,1
20200627,D085,10000050,1
20200627,D085,10000906,1
20200627,D093,10000050,1
20200627,D098,10000050,1
20200627,D105,10000050,1
20200627,D105,10000906,1
20200627,D145,10000050,1
20200627,D145,10000069,1
20200628,D145,10000069,1
20200629,D074,10000050,1
20200629,D074,10000069,1
20200629,D075,10000050,1
20200629,D083,10000050,1
20200629,D083,10040465,1
20200629,D084,10000050,1
20200629,D084,10000906,1
20200629,D086,10000050,1
20200629,D086,10000069,1
20200629,D093,10000050,1
20200629,D098,10000050,1
20200629,D098,10000906,1
20200629,D105,10000050,1
20200629,D111,10000050,1
20200629,D144,10000050,1
20200629,D145,10000050,1
20200629,D145,10000069,1
20200630,D074,10000050,1
20200630,D075,10000050,1
20200630,D079,10000050,1
20200630,D083,10000050,1
20200630,D085,10000050,1
20200630,D093,10000050,1
20200630,D098,10000050,1
20200630,D098,10000906,1
20200630,D105,10000050,1
20200630,D111,10000050,1
20200630,D144,10000050,1
20200630,D145,10000050,1
20200701,D074,10000050,1
20200701,D074,10000069,1
20200701,D075,10000050,1
20200701,D079,10000050,1
20200701,D079,10000906,1
20200701,D083,10000050,1
20200701,D083,10040465,1
20200701,D084,10000000,1
20200701,D084,10000906,1
20200701,D085,10000050,1
20200701,D093,10000050,1
20200701,D098,10000050,1
20200701,D098,10000906,1
20200701,D105,10000050,1
20200701,D111,10000050,1
20200701,D144,10000050,1
20200701,D145,10000050,1
20200701,D145,10000069,1
20200702,D074,10000050,1
20200702,D074,10000069,1
20200702,D075,10000050,1
20200702,D079,10000050,1
20200702,D079,10000906,1
20200702,D081,10000050,1
20200702,D083,10000050,1
20200702,D083,10000050,2
20200702,D083,10000069,1
20200702,D083,10040465,1
20200702,D085,10000050,1
20200702,D093,10000050,1
20200702,D098,10000050,1
20200702,D098,10000906,1
20200702,D105,10000050,1
20200702,D111,10000050,1
20200702,D120,10000050,1
20200702,D144,10000050,1
20200702,D145,10000050,1
20200702,D145,10000069,1
20200702,D145,10000906,1
20200703,D074,10000050,1
20200703,D075,10000050,1
20200703,D079,10000050,1
20200703,D081,10000050,1
20200703,D083,10000050,1
20200703,D083,10040465,1
20200703,D085,10000050,1
20200703,D086,10000050,1
20200703,D086,10000069,1
20200703,D093,10000050,1
20200703,D098,10000050,1
20200703,D098,10000906,1
20200703,D105,10000050,1
20200703,D111,10000050,1
20200703,D120,10000050,1
20200703,D144,10000050,1
20200703,D145,10000050,1
20200703,D145,10000069,1
20200704,D074,10000050,1
20200704,D075,10000050,1
20200704,D075,10040465,1
20200704,D079,10000050,1
20200704,D079,10000906,1
20200704,D081,10000906,1
20200704,D083,10000050,1
20200704,D085,10000050,1
20200704,D093,10000050,1
20200704,D098,10000050,1
20200704,D105,10000050,1
20200704,D145,10000050,1
20200704,D145,10000069,1
20200706,D074,10000050,1
20200706,D075,10000050,1
20200706,D079,10000050,1
20200706,D083,10000050,1
20200706,D085,10000050,1
20200706,D093,10000050,1
20200706,D098,10000050,1
20200706,D098,10000906,1
20200706,D105,10000050,1
20200706,D111,10000050,1
20200706,D144,10000050,1
20200706,D145,10000050,1
20200706,D145,10000069,1
20200707,D074,10000050,1
20200707,D074,10000069,1
20200707,D075,10000050,1
20200707,D079,10000050,1
20200707,D079,10000906,1
20200707,D083,10000050,1
20200707,D085,10000050,1
20200707,D093,10000050,1
20200707,D098,10000050,1
20200707,D098,10000906,1
20200707,D105,10000050,1
20200707,D111,10000050,1
20200707,D144,10000050,1
20200707,D145,10000050,1
20200707,D354,10000000,1
20200708,D074,10000050,1
20200708,D075,10000050,1
20200708,D083,10000050,1
20200708,D085,10000050,1
20200708,D093,10000050,1
20200708,D098,10000050,1
20200708,D105,10000050,1
20200708,D111,10000050,1
20200708,D120,10000050,1
20200708,D144,10000050,1
20200708,D145,10000050,1
20200709,D074,10000050,1
20200709,D075,10000050,1
20200709,D079,10000050,1
20200709,D083,10000050,1
20200709,D083,10040465,1
20200709,D085,10000050,1
20200709,D085,10000906,1
20200709,D093,10000050,1
20200709,D098,10000050,1
20200709,D101,10000050,1
20200709,D105,10000050,1
20200709,D111,10000050,1
20200709,D120,10000050,1
20200709,D144,10000050,1
20200709,D145,10000050,1
20200709,D354,10000000,1
20200710,D074,10000050,1
20200710,D075,10000050,1
20200710,D077,10000050,1
20200710,D079,10000050,1
20200710,D079,10000906,1
20200710,D083,10000050,1
20200710,D083,10040465,1
20200710,D084,10000050,1
20200710,D084,10000906,1
20200710,D085,10000050,1
20200710,D085,10000906,1
20200710,D086,10000050,1
20200710,D086,10000069,1
20200710,D093,10000050,1
20200710,D098,10000050,1
20200710,D101,10000050,1
20200710,D105,10000050,1
20200710,D111,10000050,1
20200710,D120,10000050,1
20200710,D144,10000050,1
20200710,D145,10000069,1
20200711,D074,10000050,1
20200711,D077,10000050,1
20200711,D080,10000050,1
20200711,D083,10000050,1
20200711,D085,10000050,1
20200711,D093,10000050,1
20200711,D098,10000050,1
20200711,D105,10000050,1
20200711,D145,10000069,1
20200713,D074,10000050,1
20200713,D075,10000050,1
20200713,D077,10000050,1
20200713,D079,10000050,1
20200713,D079,10000906,1
20200713,D080,10000050,1
20200713,D081,10000050,1
20200713,D083,10000050,1
20200713,D084,10000050,1
20200713,D085,10000050,1
20200713,D086,10000050,1
20200713,D093,10000050,1
20200713,D098,10000050,1
20200713,D101,10000050,1
20200713,D105,10000050,1
20200713,D111,10000050,1
20200713,D120,10000050,1
20200713,D144,10000050,1
20200713,D144,10000069,1
20200713,D145,10000050,1
20200713,D145,10000069,1
20200713,D354,10000000,1
20200714,D074,10000050,1
20200714,D075,10000050,1
20200714,D077,10000050,1
20200714,D079,10000050,1
20200714,D083,10000050,1
20200714,D085,10000050,1
20200714,D093,10000050,1
20200714,D098,10000050,1
20200714,D101,10000050,1
20200714,D105,10000050,1
20200714,D111,10000050,1
20200714,D144,10000050,1
20200714,D144,10000069,1
20200714,D145,10000050,1
20200714,D145,10000069,1
20200715,D074,10000050,1
20200715,D075,10000050,1
20200715,D077,10000050,1
20200715,D079,10000050,1
20200715,D079,10000906,1
20200715,D083,10000050,1
20200715,D083,10040465,1
20200715,D085,10000050,1
20200715,D086,10000050,1
20200715,D093,10000050,1
20200715,D098,10000050,1
20200715,D105,10000050,1
20200715,D111,10000050,1
20200715,D120,10000050,1
20200715,D144,10000050,1
20200715,D145,10000050,1
20200716,D074,10000050,1
20200716,D075,10000050,1
20200716,D075,10040465,1
20200716,D077,10000050,1
20200716,D079,10000050,1
20200716,D079,10000906,1
20200716,D080,10000050,1
20200716,D083,10000050,1
20200716,D083,10040465,1
20200716,D085,10000050,1
20200716,D086,10000050,1
20200716,D093,10000050,1
20200716,D098,10000050,1
20200716,D101,10000050,1
20200716,D105,10000050,1
20200716,D111,10000050,1
20200716,D120,10000050,1
20200716,D144,10000050,1
20200716,D144,10000069,1
20200716,D145,10000050,1
20200717,D074,10000050,1
20200717,D075,10000050,1
20200717,D077,10000050,1
20200717,D079,10000050,1
20200717,D079,10000906,1
20200717,D080,10000050,1
20200717,D083,10000050,1
20200717,D083,10040465,1
20200717,D085,10000050,1
20200717,D086,10000050,1
20200717,D093,10000050,1
20200717,D098,10000050,1
20200717,D101,10000050,1
20200717,D101,10000069,1
20200717,D105,10000050,1
20200717,D111,10000050,1
20200717,D120,10000050,1
20200717,D144,10000050,1
20200717,D144,10000069,1
20200717,D145,10000050,1
20200717,D145,10000069,1
20200718,D074,10000050,1
20200718,D075,10000050,1
20200718,D083,10000050,1
20200718,D085,10000906,1
20200718,D093,10000050,1
20200718,D098,10000050,1
20200718,D101,10000050,1
20200718,D105,10040465,1
20200718,D120,10000050,1
20200718,D145,10000050,1
20200718,D145,10000069,1
20200720,D074,10000050,1
20200720,D075,10000050,1
20200720,D077,10000050,1
20200720,D079,10000050,1
20200720,D083,10000050,1
20200720,D085,10000050,1
20200720,D086,10000050,1
20200720,D086,10000069,1
20200720,D093,10000050,1
20200720,D098,10000050,1
20200720,D105,10000050,1
20200720,D120,10000050,1
20200720,D144,10000050,1
20200720,D145,10000050,1
20200720,D145,10000069,1
20200721,D074,10000050,1
20200721,D075,10000050,1
20200721,D077,10000050,1
20200721,D079,10000050,1
20200721,D080,10000050,1
20200721,D083,10000050,1
20200721,D085,10000050,1
20200721,D086,10000069,1
20200721,D093,10000050,1
20200721,D098,10000050,1
20200721,D101,10000050,1
20200721,D105,10000050,1
20200721,D111,10000050,1
20200721,D144,10000050,1
20200721,D145,10000050,1
20200721,D145,10000069,1
20200721,D354,10000000,1
20200722,D074,10000050,1
20200722,D075,10000050,1
20200722,D077,10000050,1
20200722,D079,10000050,1
20200722,D080,10000050,1
20200722,D083,10000050,1
20200722,D083,10040465,1
20200722,D085,10000050,1
20200722,D085,10000906,1
20200722,D086,10000050,1
20200722,D086,10000069,1
20200722,D093,10000050,1
20200722,D098,10000050,1
20200722,D098,10000906,1
20200722,D101,10000050,1
20200722,D105,10000050,1
20200722,D111,10000050,1
20200722,D120,10000050,1
20200722,D144,10000050,1
20200722,D145,10000050,1
20200722,D145,10000906,1
20200723,D074,10000050,1
20200723,D075,10000050,1
20200723,D075,10040465,1
20200723,D077,10000050,1
20200723,D079,10000050,1
20200723,D080,10000050,1
20200723,D083,10000050,1
20200723,D083,10040465,1
20200723,D085,10000050,1
20200723,D086,10000050,1
20200723,D093,10000050,1
20200723,D098,10000050,1
20200723,D101,10000050,1
20200723,D105,10000050,1
20200723,D111,10000050,1
20200723,D120,10000050,1
20200723,D144,10000050,1
20200723,D145,10000050,1
20200723,D145,10000069,1
20200724,D074,10000050,1
20200724,D075,10000050,1
20200724,D077,10000050,1
20200724,D079,10000050,1
20200724,D080,10000050,1
20200724,D081,10000050,1
20200724,D083,10000050,1
20200724,D083,10040465,1
20200724,D084,10000050,1
20200724,D085,10000050,1
20200724,D086,10000050,1
20200724,D086,10000069,1
20200724,D086,10000906,1
20200724,D093,10000050,1
20200724,D098,10000050,1
20200724,D098,10000906,1
20200724,D101,10000050,1
20200724,D101,10000069,1
20200724,D105,10000050,1
20200724,D111,10000050,1
20200724,D120,10000050,1
20200724,D144,10000050,1
20200724,D145,10000050,1
20200724,D145,10000069,1
20200724,D354,10000000,1
20200725,D074,10000050,1
20200725,D075,10000050,1
20200725,D077,10000050,1
20200725,D080,10000050,1
20200725,D083,10000050,1
20200725,D084,10000050,1
20200725,D084,10000906,1
20200725,D093,10000050,1
20200725,D098,10000050,1
20200725,D098,10000906,1
20200725,D101,10000050,1
20200725,D105,10000050,1
20200725,D105,10040465,1
20200725,D145,10000050,1
20200725,D145,10000069,1
20200725,D145,10000906,1
20200725,D354,10000000,1
20200727,D074,10000050,1
20200727,D075,10000050,1
20200727,D077,10000050,1
20200727,D079,10000050,1
20200727,D080,10000050,1
20200727,D083,10000050,1
20200727,D083,10040465,1
20200727,D084,10000000,1
20200727,D084,10000050,1
20200727,D086,10000050,1
20200727,D086,10000069,1
20200727,D093,10000050,1
20200727,D098,10000050,1
20200727,D105,10000050,1
20200727,D120,10000050,1
20200727,D144,10000050,1
20200727,D145,10000050,1
20200727,D145,10000069,1
20200727,D145,10000906,1
20200728,D074,10000050,1
20200728,D075,10000050,1
20200728,D077,10000050,1
20200728,D079,10000050,1
20200728,D083,10000050,1
20200728,D085,10000050,1
20200728,D086,10000050,1
20200728,D086,10000069,1
20200728,D093,10000050,1
20200728,D098,10000050,1
20200728,D105,10000050,1
20200728,D111,10000050,1
20200728,D120,10000050,1
20200728,D144,10000050,1
20200728,D145,10000050,1
20200728,D354,10000000,1
20200729,D074,10000050,1
20200729,D075,10000050,1
20200729,D077,10000050,1
20200729,D079,10000050,1
20200729,D080,10000050,1
20200729,D083,10000050,1
20200729,D084,10000050,1
20200729,D085,10000050,1
20200729,D086,10000050,1
20200729,D086,10000069,1
20200729,D093,10000050,1
20200729,D098,10000050,1
20200729,D105,10000050,1
20200729,D111,10000050,1
20200729,D120,10000050,1
20200729,D144,10000050,1
20200729,D145,10000050,1
20200729,D145,10000069,1
20200730,D074,10000050,1
20200730,D075,10000050,1
20200730,D077,10000050,1
20200730,D079,10000050,1
20200730,D079,10000906,1
20200730,D080,10000050,1
20200730,D081,10000050,1
20200730,D083,10000050,1
20200730,D083,10040465,1
20200730,D085,10000050,1
20200730,D086,10000050,1
20200730,D086,10000069,1
20200730,D093,10000050,1
20200730,D098,10000050,1
20200730,D101,10000050,1
20200730,D105,10000050,1
20200730,D111,10000050,1
20200730,D120,10000050,1
20200730,D144,10000050,1
20200730,D145,10000050,1
20200730,D145,10000069,1
20200731,D074,10000050,1
20200731,D075,10000050,1
20200731,D077,10000050,1
20200731,D079,10000050,1
20200731,D080,10000050,1
20200731,D081,10000050,1
20200731,D083,10000050,1
20200731,D083,10040465,1
20200731,D084,10000050,1
20200731,D085,10000050,1
20200731,D086,10000050,1
20200731,D086,10000069,1
20200731,D093,10000050,1
20200731,D098,10000050,1
20200731,D101,10000050,1
20200731,D105,10000050,1
20200731,D111,10000050,1
20200731,D120,10000050,1
20200731,D144,10000050,1
20200731,D144,10000069,1
20200731,D145,10000050,1
20200731,D354,10000000,1
20200801,D074,10000050,1
20200801,D074,10000069,1
20200801,D075,10000050,1
20200801,D077,10000050,1
20200801,D083,10000050,1
20200801,D083,10040465,1
20200801,D085,10000050,1
20200801,D093,10000050,1
20200801,D098,10000050,1
20200801,D105,10000050,1
20200801,D120,10000050,1
20200801,D144,10000050,1
20200801,D145,10000050,1
20200801,D145,10000069,1
20200803,D074,10000050,1
20200803,D075,10000050,1
20200803,D077,10000050,1
20200803,D079,10000050,1
20200803,D080,10000050,1
20200803,D081,10000050,1
20200803,D083,10000050,1
20200803,D084,10000050,1
20200803,D084,10000906,1
20200803,D085,10000050,1
20200803,D086,10000050,1
20200803,D093,10000050,1
20200803,D098,10000050,1
20200803,D105,10000050,1
20200803,D111,10000050,1
20200803,D120,10000050,1
20200803,D144,10000050,1
20200803,D145,10000050,1
20200803,D145,10000069,1
20200804,D074,10000050,1
20200804,D074,10000069,1
20200804,D075,10000050,1
20200804,D077,10000050,1
20200804,D080,10000050,1
20200804,D083,10000050,1
20200804,D085,10000050,1
20200804,D093,10000050,1
20200804,D098,10000050,1
20200804,D105,10000050,1
20200804,D111,10000050,1
20200804,D120,10000050,1
20200804,D136,10000050,1
20200804,D144,10000050,1
20200804,D144,10000069,1
20200804,D145,10000050,1
20200804,D145,10000069,1
20200805,D074,10000050,1
20200805,D075,10000050,1
20200805,D077,10000050,1
20200805,D079,10000050,1
20200805,D080,10000050,1
20200805,D083,10000050,1
20200805,D083,10040465,1
20200805,D086,10000050,1
20200805,D093,10000050,1
20200805,D098,10000050,1
20200805,D105,10000050,1
20200805,D105,10040465,1
20200805,D111,10000050,1
20200805,D144,10000050,1
20200805,D144,10000069,1
20200805,D145,10000050,1
20200805,D677,10000050,1
20200806,D074,10000050,1
20200806,D074,10000069,1
20200806,D075,10000050,1
20200806,D077,10000050,1
20200806,D079,10000050,1
20200806,D079,10000906,1
20200806,D080,10000050,1
20200806,D083,10000050,1
20200806,D084,10000000,1
20200806,D084,10000050,1
20200806,D085,10000050,1
20200806,D086,10000050,1
20200806,D086,10000069,1
20200806,D093,10000050,1
20200806,D098,10000050,1
20200806,D105,10000050,1
20200806,D105,10040465,1
20200806,D111,10000050,1
20200806,D136,10000050,1
20200806,D144,10000050,1
20200806,D144,10000069,1
20200806,D145,10000050,1
20200806,D145,10000069,1
20200806,D677,10000050,1
20200807,D074,10000050,1
20200807,D074,10000069,1
20200807,D075,10000050,1
20200807,D077,10000050,1
20200807,D079,10000050,1
20200807,D080,10000050,1
20200807,D083,10000050,1
20200807,D083,10040465,1
20200807,D084,10000050,1
20200807,D085,10000050,1
20200807,D086,10000050,1
20200807,D086,10000069,1
20200807,D093,10000050,1
20200807,D098,10000050,1
20200807,D105,10000050,1
20200807,D111,10000050,1
20200807,D120,10000050,1
20200807,D144,10000050,1
20200807,D145,10000050,1
20200807,D354,10000000,1
20200807,D677,10000050,1
20200808,D074,10000050,1
20200808,D074,10000069,1
20200808,D075,10000050,1
20200808,D077,10000050,1
20200808,D083,10000050,1
20200808,D085,10000050,1
20200808,D086,10000050,1
20200808,D086,10000069,1
20200808,D093,10000050,1
20200808,D098,10000050,1
20200808,D105,10000050,1
20200808,D145,10000050,1
20200808,D145,10000069,1
20200808,D677,10000050,1
20200810,D074,10000050,1
20200810,D075,10000050,1
20200810,D077,10000050,1
20200810,D079,10000050,1
20200810,D079,10000906,1
20200810,D080,10000050,1
20200810,D081,10000050,1
20200810,D083,10000050,1
20200810,D083,10040465,1
20200810,D084,10000050,1
20200810,D085,10000050,1
20200810,D086,10000050,1
20200810,D093,10000050,1
20200810,D098,10000050,1
20200810,D101,10000050,1
20200810,D105,10000050,1
20200810,D111,10000050,1
20200810,D120,10000050,1
20200810,D144,10000050,1
20200810,D144,10000069,1
20200810,D145,10000050,1
20200810,D145,10000069,1
20200810,D354,10000000,1
20200810,D677,10000050,1
20200811,D074,10000050,1
20200811,D074,10000069,1
20200811,D075,10000050,1
20200811,D077,10000050,1
20200811,D079,10000050,1
20200811,D080,10000050,1
20200811,D083,10000050,1
20200811,D083,10040465,1
20200811,D085,10000050,1
20200811,D086,10000050,1
20200811,D086,10000069,1
20200811,D093,10000050,1
20200811,D098,10000050,1
20200811,D105,10000050,1
20200811,D111,10000050,1
20200811,D144,10000050,1
20200811,D145,10000050,1
20200811,D145,10000906,1
20200811,D677,10000050,1
20200812,D074,10000050,1
20200812,D075,10000050,1
20200812,D077,10000050,1
20200812,D079,10000050,1
20200812,D080,10000050,1
20200812,D081,10000050,1
20200812,D083,10000050,1
20200812,D085,10000050,1
20200812,D086,10000050,1
20200812,D093,10000050,1
20200812,D098,10000050,1
20200812,D101,10000050,1
20200812,D105,10000050,1
20200812,D111,10000050,1
20200812,D120,10000050,1
20200812,D144,10000050,1
20200812,D144,10000069,1
20200812,D145,10000050,1
20200812,D145,10000906,1
20200812,D677,10000050,1
20200813,D074,10000050,1
20200813,D074,10000069,1
20200813,D075,10000050,1
20200813,D077,10000050,1
20200813,D079,10000050,1
20200813,D080,10000050,1
20200813,D081,10000050,1
20200813,D083,10000050,1
20200813,D084,10000050,1
20200813,D084,10000906,1
20200813,D085,10000050,1
20200813,D085,10000906,1
20200813,D086,10000050,1
20200813,D086,10000069,1
20200813,D093,10000050,1
20200813,D098,10000050,1
20200813,D101,10000050,1
20200813,D105,10000050,1
20200813,D111,10000050,1
20200813,D144,10000050,1
20200813,D145,10000050,1
20200813,D145,10000069,1
20200813,D677,10000050,1
20200814,D074,10000050,1
20200814,D074,10000069,1
20200814,D075,10000050,1
20200814,D077,10000050,1
20200814,D079,10000050,1
20200814,D080,10000050,1
20200814,D081,10000050,1
20200814,D083,10000050,1
20200814,D083,10040465,1
20200814,D084,10000050,1
20200814,D085,10000050,1
20200814,D086,10000050,1
20200814,D086,10000069,1
20200814,D093,10000050,1
20200814,D098,10000050,1
20200814,D101,10000050,1
20200814,D105,10000050,1
20200814,D105,10040465,1
20200814,D111,10000050,1
20200814,D120,10000050,1
20200814,D144,10000050,1
20200814,D145,10000050,1
20200814,D145,10000069,1
20200814,D677,10000050,1
